,Datetime,Likes_Count,retweet_Count,Tweet Id,Text,Username
0,2021-05-01 18:46:05+00:00,0,0,1388565404394557440,Just met a ginger man who smelled very strongly of actual ginger and I have so many questions,saturnsgold
1,2021-05-01 18:11:44+00:00,0,0,1388556758478508034,I’ve yet to encounter a Capricorn moon IRL who has a good relationship with their mother,saturnsgold
2,2021-05-01 17:25:43+00:00,0,0,1388545181771698179,"My mom’s approach toward every relationship I’ve ever had is “that’s cute, let me know when it’s over” so why on earth would I seek her approval on who my spouse will be lmao",saturnsgold
3,2021-05-01 17:24:56+00:00,7,0,1388544980944179206,@MsAriesMoon Tbh I think it’s a bigger issue if you don’t like their friends/their friends don’t like you. Those people usually have more influence in someone’s life,saturnsgold
4,2021-05-01 17:24:11+00:00,7,1,1388544794100596740,@MsAriesMoon It’s a green flag lmao. My parents don’t know me at all and their ideas of who I “should” be with are in direct opposition to who I’m with most of the time.,saturnsgold
5,2021-05-01 16:50:42+00:00,126,23,1388536366938558464,This whole pandemic has felt like when your entire class got in trouble because of the one annoying kid who wouldn’t stop talking in class so now you all have to suffer and you don’t get your pizza party next Friday,saturnsgold
6,2021-05-01 16:34:28+00:00,0,0,1388532281678123011,Every person who’s ever worked in the medical field seeing this tweet: https://t.co/G7S51acvdB https://t.co/HEIrLNCsVV,saturnsgold
7,2021-05-01 15:55:36+00:00,0,0,1388522500166881283,"@TarotByBronx Last year I had a FWB who had their Venus and ASC in my 10H, on my MC. We made a lot of plans to work together (they make p*rn) but we stopped talking because they ended up being emotionally immature",saturnsgold
8,2021-05-01 14:48:23+00:00,1,0,1388505587898470408,That’s @SixersRy https://t.co/SmuWz4wLvp,saturnsgold
9,2021-05-01 05:17:31+00:00,2,0,1388361922135740417,@adinarising ♥️♥️♥️,saturnsgold
10,2021-05-01 04:53:42+00:00,0,0,1388355928823517189,@VenusAssABoi Love this for you,saturnsgold
11,2021-05-01 04:52:56+00:00,2,0,1388355736460087305,"Update: movie was great, chocolate bar is better https://t.co/eSrS7MXNNg",saturnsgold
12,2021-05-01 02:57:56+00:00,1,0,1388326796244910080,Bout to down this golden teachers chocolate bar and watch Baby Driver with my boo,saturnsgold
13,2021-05-01 02:27:09+00:00,0,0,1388319046412636163,Which corporate Twitter account would you KILL at running? For me it’s probably @SpongeBob,saturnsgold
14,2021-05-01 02:25:25+00:00,1,0,1388318611861692423,@saturnspetgoat Omg you got it? Which strain,saturnsgold
15,2021-05-01 02:23:03+00:00,2,0,1388318015637262336,@Heauxno1currr Red on you &gt;&gt;&gt;,saturnsgold
16,2021-04-30 22:22:22+00:00,2,0,1388257447085707266,@alicesparklykat Her face omg,saturnsgold
17,2021-04-30 22:16:48+00:00,7,0,1388256046397808641,Happy Venus day to me 💜 https://t.co/GvtXdEN12S,saturnsgold
18,2021-04-30 22:10:49+00:00,0,0,1388254539384451074,@Heauxno1currr Yea same. I go harder for my friends’ birthdays than they do for themselves.,saturnsgold
19,2021-04-30 19:28:12+00:00,9,0,1388213618190151682,@paostrology I could be totally off base so take this with a grain of salt but I’ve been in that position and I found the people reminding me of my past self were doing so because they needed to become a part of my past.,saturnsgold
20,2021-04-30 19:23:46+00:00,3,0,1388212501800656897,"@dontwannatoday When people are deeply attached to their own lenses and ways of making meaning, sometimes the ego is threatened by anything that contradicts or runs perpendicular to their lens.",saturnsgold
21,2021-04-30 19:20:51+00:00,0,0,1388211765230460928,@WitchOregon Thank you ♥️♥️♥️,saturnsgold
22,2021-04-30 18:43:48+00:00,2,0,1388202443670839297,"Mars in Capricorn 4H. Extremely stoic on my mom’s side, chaotic and full of dysfunction on my dad’s side https://t.co/53ngHdpk7P",saturnsgold
23,2021-04-30 18:40:42+00:00,0,0,1388201662938902532,@WitchOregon How/where can we preorder?,saturnsgold
24,2021-04-30 18:39:16+00:00,0,0,1388201302371430404,I miss home but this is why I can never move back https://t.co/lB5OtDSIhR,saturnsgold
25,2021-04-30 18:37:18+00:00,2,0,1388200808605360129,@thatscorpiomom The fact that they say it’s good for bones when we know it’s literally the opposite makes me so mad,saturnsgold
26,2021-04-30 18:36:25+00:00,8,2,1388200585283850245,"The anti-astrology “zingers” that people throw out are really not the flex they think they are and also I literally do not care if you don’t find meaning in the universe, I do. You can find meaning by being contrarian on the internet to boost your fragile ego, too, I guess.",saturnsgold
27,2021-04-30 18:33:52+00:00,0,0,1388199940803874819,"@fkababylon You clearly can’t read because my post wasn’t about myself it was about someone else, but yes. I’m the one who’s nonsensical. Have fun being miserable I guess",saturnsgold
28,2021-04-30 18:33:13+00:00,1,0,1388199778341687296,"@sexNbeanz “I met this person briefly and learned a fun fact about their career” is not the same as “here’s this stranger’s name and number, internet, do with it what you will”",saturnsgold
29,2021-04-30 18:31:06+00:00,0,0,1388199247942623234,@sexNbeanz I posted about her in the abstract because she is a stranger to me and she wasn’t attempting to advertise herself nor did she express that she was looking for new clients. I’m not going to spread a stranger’s information around without their consent.,saturnsgold
30,2021-04-30 18:29:48+00:00,2,0,1388198919625007105,@fkababylon It’s better than being a bitter asshole on the internet for $0 :),saturnsgold
31,2021-04-30 18:24:11+00:00,0,0,1388197506836623361,It’s cute as fuck too,saturnsgold
32,2021-04-30 18:22:38+00:00,1,0,1388197117085110275,My Venus is in 4H so I prefer it in my bed in the comfort of my home https://t.co/CQeyDx90VD,saturnsgold
