,Datetime,Likes_Count,retweet_Count,Tweet Id,Text,Username
0,2021-04-30 00:20:16+00:00,18,0,1387924730599071744,The way everything just makes so much sense is so heartwarming,aayeshaa_s
1,2021-04-30 00:19:31+00:00,1412,207,1387924539699511302,Learning about Islam makes me love the religion more and more,aayeshaa_s
2,2021-04-30 00:16:34+00:00,1,0,1387923799773962240,@Sahib_Raj99 Bechara,aayeshaa_s
3,2021-04-24 23:15:12+00:00,2,0,1386096415257075715,I’ve just pierced my thirds and I think I did it a bit high up but it’s still cute,aayeshaa_s
4,2021-04-20 16:54:03+00:00,0,0,1384550942880800769,@asimaxpatel Blocking the sender asap 😭,aayeshaa_s
5,2021-04-20 13:18:09+00:00,21,1,1384496610357305353,"Around this time last year my mental health took a toll on me, I’ve become so much happier now. Allhamdulillah for everything and everyone who supports me 🥺",aayeshaa_s
6,2021-04-19 01:41:37+00:00,1,0,1383958934302560260,@manlykchohan Happy birthday 🥳,aayeshaa_s
7,2021-04-19 00:23:56+00:00,4,1,1383939383854702601,Putting all my faith and trust in Allah rn bc my last 2 brain cells are struggling to complete this coursework that’s due at 9am,aayeshaa_s
8,2021-04-18 22:28:34+00:00,1,0,1383910351398268937,@nadinesanchzz Yeah I guess you are or whatever 😏,aayeshaa_s
9,2021-04-18 16:59:54+00:00,1,0,1383827638976794625,@Sahib_Raj99 I can get you a gift card for greggs...,aayeshaa_s
10,2021-04-18 16:49:30+00:00,3,0,1383825023098490881,@Sahib_Raj99 Yeah I’m just so amazing 🥰,aayeshaa_s
11,2021-04-13 19:51:25+00:00,3,0,1382058865559212035,@sobiah_ @ch33mzx @e__x__j,aayeshaa_s
12,2021-04-13 10:43:15+00:00,0,0,1381920916196749314,@Misss_Khannn Happy birthday 🥳,aayeshaa_s
13,2021-04-12 20:16:22+00:00,12,3,1381702756294127616,"Ramadan Mubarak to everyone doing it tomorrow or Wednesday, may Allah swt give us all a blessed Ramadan InshAllah",aayeshaa_s
14,2021-04-12 20:15:01+00:00,1,0,1381702417360826382,Idk why we gotta do it a day later than majority,aayeshaa_s
15,2021-04-12 20:14:33+00:00,6,0,1381702299618320398,Wednesday gang wya😭,aayeshaa_s
16,2021-04-12 20:14:04+00:00,1,0,1381702178268717056,@ayeshamin16 We doing Wednesday I think,aayeshaa_s
17,2021-04-12 17:18:49+00:00,2,0,1381658074675617792,Went into city centre today and I forgot how many people actually exist 😭 social anxiety got me quivering,aayeshaa_s
18,2021-04-09 19:52:32+00:00,1,0,1380609594091839495,@sanaxkashif Happy birthday pretty x,aayeshaa_s
19,2021-04-09 16:49:29+00:00,1,0,1380563529946763268,@chantz97704602 Yes ma’am,aayeshaa_s
20,2021-04-09 14:41:59+00:00,1,0,1380531442267123716,@ch33mzx We’re not alone in this dw 😂😭,aayeshaa_s
21,2021-04-09 11:29:43+00:00,9,0,1380483057266884609,"Twitter so quick with these memes 😭😭 a whole man has just died, I can’t",aayeshaa_s
22,2021-04-09 11:24:03+00:00,0,0,1380481632440832001,@anishamufassa Happy birthday girly 😜,aayeshaa_s
23,2021-04-09 11:19:59+00:00,1,0,1380480607562690562,@fxtimaaax Literally had more than 9 lives,aayeshaa_s
24,2021-04-09 11:15:59+00:00,0,0,1380479600711569414,@e__x__j Didn’t expect it,aayeshaa_s
25,2021-04-09 11:14:53+00:00,1,0,1380479322016858118,@fxtimaaax Ngl he probs gonna come back ‘alive’,aayeshaa_s
26,2021-04-09 11:05:18+00:00,9,0,1380476912250798080,Prince Philip died ?,aayeshaa_s
27,2021-04-08 22:09:43+00:00,1,0,1380281729622151174,@nadinesanchzz You may have inspired...maybe,aayeshaa_s
28,2021-04-08 21:53:36+00:00,1,0,1380277674824888328,@yungFulab Basically my entire tl,aayeshaa_s
29,2021-04-08 21:51:17+00:00,1,0,1380277091594305537,@iamnotjumes Finally someone else said it,aayeshaa_s
30,2021-04-08 19:18:00+00:00,1,0,1380238517025054721,@fxtimaaax They don’t want us to pass 😤😤,aayeshaa_s
31,2021-04-08 19:03:09+00:00,1,0,1380234777513574400,@rezzydesigns Nice one 😑,aayeshaa_s
32,2021-04-08 18:55:53+00:00,28,7,1380232948331450379,I love the “text me when you get home safe” type of people,aayeshaa_s
33,2021-04-08 18:46:44+00:00,0,0,1380230648053571589,@Shxhryar Chicken any day &gt;&gt;,aayeshaa_s
34,2021-04-08 17:56:46+00:00,3,0,1380218071248424965,@Shxhryar Chicken,aayeshaa_s
35,2021-04-07 20:56:46+00:00,1,0,1379900981916356609,@e__x__j Fr😩,aayeshaa_s
36,2021-03-30 14:55:14+00:00,1,0,1376910896430190593,@nikibhalla Felt 😭😭,aayeshaa_s
37,2021-03-26 12:17:17+00:00,0,0,1375421598749106182,@halalwiditt I can’t 😳🤩,aayeshaa_s
38,2021-03-26 09:50:34+00:00,1,0,1375384676328673283,@HeartEyesM Oh wow 😳😍,aayeshaa_s
