,Datetime,Likes_Count,retweet_Count,Tweet Id,Text,Username
0,2021-04-30 23:11:21+00:00,2,0,1388269774686326784,@wardahn00r @DrZeeshanKhanA1 You should be the next tho pls we need you after Anoosh. Girls run the world,shizoukaa
1,2021-04-30 10:16:42+00:00,8,0,1388074827383255044,"I dont mean to be ungrateful but being on campus this semester has taken a toll on me. Yes, I spent 3 beautiful months with my bf. But there was just so much going on in my head that fucked me over so badly. Im just sad it had to be this way",shizoukaa
2,2021-04-30 10:10:05+00:00,50,2,1388073162752106500,"Honestly, man. LUMS wins. They rlly thought acha campus aana hai? Ajao beta ab hum batatay hain",shizoukaa
3,2021-04-29 16:33:27+00:00,1,0,1387807250480254977,@iwantfries0 Hum ne on kerdia trade lab main,shizoukaa
4,2021-04-29 11:52:30+00:00,1,0,1387736549442342912,Kuch logon ko bas dekh ke poora din kharaab hojata hai,shizoukaa
5,2021-04-29 11:49:26+00:00,7,0,1387735774611886084,Keep checking PDCs menu after every 15 mins to see if they changed their mind about they mf CHICKEN BIRYANI FOR IFTAR YA ALLAH,shizoukaa
6,2021-04-29 11:48:44+00:00,0,0,1387735600908881926,@uswalalalala Patani bc,shizoukaa
7,2021-04-29 11:16:33+00:00,5,0,1387727502165135361,Cant believe fkn covid has caused uncertainty in this entire semester to the point that ab 11th ki flight book Kerali hai tou shayad lockdown ki wajah se ticket change kerne party Matlab LORU CHAHTAY KYA HO JAA RAHI HOON WAAPIS KARACHI JAAN CHORDO,shizoukaa
8,2021-04-29 11:14:59+00:00,0,0,1387727106642169857,Now what?,shizoukaa
9,2021-04-28 13:33:37+00:00,8,0,1387399607286697986,Like genuinely If someone cared enough they will vote till tonight who the fuck will vote overnight lmao cut it out just end this crap it’s so fkn exhausting,shizoukaa
10,2021-04-28 13:32:58+00:00,6,0,1387399441666162693,Omg these elections rlly just aren’t ending,shizoukaa
11,2021-04-28 00:30:05+00:00,0,0,1387202425346564106,"Good, classy*",shizoukaa
12,2021-04-28 00:29:46+00:00,0,0,1387202345252048902,"Im looking for a good, class wallet long term investment type. Have seen jafferjees and hub but haven’t found anything worthwhile. If someone knows if a place pls",shizoukaa
13,2021-04-27 22:55:32+00:00,3,0,1387178629713571842,But also so many of my friends reached out and stuck throughout even in an online setting like I love u all,shizoukaa
14,2021-04-27 22:53:11+00:00,3,0,1387178039411367936,"- wrote all my thoughts on his notes app and countered them to make me believe that my anxieties are not true. 

Honestly we all need ppl like this in our lives who are there for u that much instead of running away",shizoukaa
15,2021-04-27 22:51:57+00:00,2,0,1387177729427222535,"The saddest part is that everything going on was characterized by me feeling that I’m going to lose my rs and my bf will never be able to see me the same way again bec of several reasons. 
The cutest part is that he stuck with me throughout and -",shizoukaa
16,2021-04-27 22:49:56+00:00,3,0,1387177221656354817,"- but I don’t rmmbr anything. All I remember is walking to my room and wanting to pee really badly but gaining consciousness 2 hours later with a heavy heart rate and a full bladder. 

I’m just stunned at how bad my mental state was and I’ve learned to prioritize myself now 10/10",shizoukaa
17,2021-04-27 22:48:38+00:00,3,0,1387176893129150466,Like I don’t know if it was proper fainting Bec I genuinely don’t even remember but all I know is that I had a prolonged panic attack lasting 3 hours and I passed out in the middle. Apparently I also hit myself on SDSB bathroom door and a girl started apologizing -,shizoukaa
18,2021-04-27 22:47:33+00:00,7,0,1387176620998410243,"This semester I thought that I probably will not have a “worst day ever” characterized by endless crying because I have a stable rs (AH AH) and nothing will boil down to that point.

Turns out I was completely wrong and today’s experience was topped off by unconsciousness",shizoukaa
